OrderID,OrderDate,ShipDate
CA-2017-108350,2031-10-10,2017-06-09
CA-2016-144302,2031-10-11,2016-06-23
CA-2016-109001,2031-10-12,2016-03-09
CA-2016-109001,2031-10-13,2016-03-09
CA-2016-109001,2031-10-14,2016-03-09
CA-2018-132738,2031-10-15,2018-08-07
CA-2018-132738,2031-10-16,2018-08-07
CA-2018-156720,2031-10-17,2019-01-03
CA-2016-119102,2031-10-18,2016-05-27
US-2015-140452,2031-10-19,2015-12-10
US-2015-140452,2031-10-20,2015-12-10
US-2015-140452,2031-10-21,2015-12-10
US-2015-140452,2031-10-22,2015-12-10
US-2015-140452,2031-10-23,2015-12-10
US-2015-140452,2031-10-24,2015-12-10
CA-2016-141936,2031-10-25,2016-08-12
CA-2015-158442,2031-10-26,2015-03-17
CA-2015-158442,2031-10-27,2015-03-17
CA-2015-158442,2031-10-28,2015-03-17
CA-2016-167374,2031-10-29,2016-03-30
CA-2016-167374,2031-10-30,2016-03-30
CA-2015-116568,2031-10-31,2015-12-20
CA-2016-147102,2031-11-01,2016-09-26
CA-2018-132213,2031-11-02,2018-04-26
CA-2018-132213,2031-11-03,2018-04-26
CA-2015-138450,2031-11-04,2015-10-22
CA-2015-138450,2031-11-05,2015-10-22
CA-2015-138450,2031-11-06,2015-10-22
CA-2016-153073,2031-11-07,2016-11-13
CA-2017-147970,2031-11-08,2017-02-02
CA-2017-150658,2031-11-09,2017-11-22
CA-2018-125640,2031-11-10,2018-07-29
CA-2018-154137,2031-11-11,2018-11-17
CA-2016-127173,2031-11-12,2016-10-03
CA-2016-127173,2031-11-13,2016-10-03
CA-2016-127173,2031-11-14,2016-10-03
CA-2015-149538,2031-11-15,2015-04-08
CA-2015-149538,2031-11-16,2015-04-08
CA-2015-149538,2031-11-17,2015-04-08
CA-2015-149538,2031-11-18,2015-04-08
CA-2015-160766,2031-11-19,2015-09-14
CA-2015-160766,2031-11-20,2015-09-14
CA-2015-160766,2031-11-21,2015-09-14
CA-2015-160766,2031-11-22,2015-09-14
CA-2015-160766,2031-11-23,2015-09-14
CA-2015-160766,2031-11-24,2015-09-14
CA-2015-160766,2031-11-25,2015-09-14
CA-2018-146626,2031-11-26,2019-01-05
CA-2016-123330,2031-11-27,2016-06-27
CA-2018-155607,2031-11-28,2018-11-30
CA-2018-155607,2031-11-29,2018-11-30
CA-2017-151323,2031-11-30,2017-10-28
CA-2016-146696,2031-12-01,2016-12-19
CA-2017-128972,2031-12-02,2017-11-17
CA-2018-128335,2031-12-03,2018-10-05
CA-2018-128335,2031-12-04,2018-10-05
CA-2016-154886,2031-12-05,2016-11-12
CA-2017-111213,2031-12-06,2017-04-05
CA-2017-111213,2031-12-07,2017-04-05
CA-2017-111213,2031-12-08,2017-04-05
CA-2018-161333,2031-12-09,2018-02-07
CA-2018-161333,2031-12-10,2018-02-07
CA-2018-161333,2031-12-11,2018-02-07
CA-2018-128734,2031-12-12,2018-12-31
CA-2018-128734,2031-12-13,2018-12-31
CA-2015-141796,2031-12-14,2015-06-21
CA-2018-125101,2031-12-15,2018-03-10
CA-2018-169929,2031-12-16,2018-09-28
US-2015-121566,2031-12-17,2015-07-06
US-2015-121566,2031-12-18,2015-07-06
US-2016-124219,2031-12-19,2016-08-08
US-2016-124219,2031-12-20,2016-08-08
CA-2018-163006,2031-12-21,2018-07-04
CA-2018-163006,2031-12-22,2018-07-04
CA-2018-163006,2031-12-23,2018-07-04
CA-2016-156146,2031-12-24,2016-10-30
CA-2016-156146,2031-12-25,2016-10-30
CA-2015-111192,2031-12-26,2015-08-05
CA-2017-115378,2031-12-27,2017-11-23
CA-2016-161627,2031-12-28,2016-07-11
CA-2015-121006,2031-12-29,2015-11-16
CA-2015-121006,2031-12-30,2015-11-16
CA-2015-121006,2031-12-31,2015-11-16
CA-2015-121006,2032-01-01,2015-11-16
CA-2015-121006,2032-01-02,2015-11-16
CA-2015-121006,2032-01-03,2015-11-16
CA-2017-122903,2032-01-04,2017-05-29
CA-2017-122903,2032-01-05,2017-05-29
CA-2017-122903,2032-01-06,2017-05-29
CA-2016-107741,2032-01-07,2016-03-10
CA-2018-106432,2032-01-08,2018-10-24
CA-2018-106432,2032-01-09,2018-10-24
CA-2017-148908,2032-01-10,2017-11-08
CA-2017-123015,2032-01-11,2017-12-30
US-2016-120502,2032-01-12,2016-04-19
US-2016-120502,2032-01-13,2016-04-19
US-2016-120502,2032-01-14,2016-04-19
CA-2018-108749,2032-01-15,2018-09-15
CA-2018-108749,2032-01-16,2018-09-15
CA-2018-163335,2032-01-17,2018-09-27
CA-2018-163335,2032-01-18,2018-09-27
CA-2016-134719,2032-01-19,2016-10-15
US-2016-154389,2032-01-20,2016-12-03
CA-2016-115567,2032-01-21,2016-09-18
CA-2016-115567,2032-01-22,2016-09-18
US-2018-136679,2032-01-23,2018-11-18
US-2018-136679,2032-01-24,2018-11-18
US-2018-141943,2032-01-25,2018-05-09
CA-2015-101560,2032-01-26,2015-12-01
CA-2015-101560,2032-01-27,2015-12-01
CA-2015-101560,2032-01-28,2015-12-01
CA-2015-101560,2032-01-29,2015-12-01
CA-2015-159709,2032-01-30,2015-05-15
CA-2015-159709,2032-01-31,2015-05-15
CA-2017-103982,2032-02-01,2017-03-08
CA-2017-103982,2032-02-02,2017-03-08
CA-2017-103982,2032-02-03,2017-03-08
CA-2017-103982,2032-02-04,2017-03-08
CA-2016-142454,2032-02-05,2016-08-19
CA-2016-142454,2032-02-06,2016-08-19
CA-2016-102016,2032-02-07,2016-09-18
CA-2016-102016,2032-02-08,2016-09-18
CA-2016-102016,2032-02-09,2016-09-18
CA-2016-102016,2032-02-10,2016-09-18
CA-2016-102016,2032-02-11,2016-09-18
CA-2016-102016,2032-02-12,2016-09-18
CA-2016-156755,2032-02-13,2016-01-18
CA-2016-130876,2032-02-14,2016-05-16
CA-2017-145898,2032-02-15,2017-09-26
CA-2017-145898,2032-02-16,2017-09-26
CA-2017-145898,2032-02-17,2017-09-26
CA-2017-145898,2032-02-18,2017-09-26
US-2018-159562,2032-02-19,2018-09-15
CA-2018-134635,2032-02-20,2018-04-17
CA-2018-167080,2032-02-21,2018-06-14
CA-2018-145653,2032-02-22,2018-09-01
CA-2015-140487,2032-02-23,2015-06-20
CA-2018-117401,2032-02-24,2018-05-22
CA-2018-117401,2032-02-25,2018-05-22
CA-2018-117401,2032-02-26,2018-05-22
US-2018-109582,2032-02-27,2018-09-17
CA-2017-119865,2032-02-28,2017-06-26
CA-2017-119865,2032-02-29,2017-06-26
CA-2017-119865,2032-03-01,2017-06-26
US-2015-147648,2032-03-02,2015-12-01
CA-2018-124436,2032-03-03,2018-03-22
CA-2018-124436,2032-03-04,2018-03-22
CA-2018-124436,2032-03-05,2018-03-22
CA-2018-124436,2032-03-06,2018-03-22
CA-2015-115084,2032-03-07,2015-10-22
CA-2018-131037,2032-03-08,2018-08-23
CA-2017-111143,2032-03-09,2017-11-22
CA-2015-166744,2032-03-10,2015-09-24
CA-2015-166744,2032-03-11,2015-09-24
CA-2015-166744,2032-03-12,2015-09-24
CA-2017-116561,2032-03-13,2017-09-17
CA-2017-116561,2032-03-14,2017-09-17
CA-2017-110730,2032-03-15,2017-09-26
CA-2018-146367,2032-03-16,2018-08-08
CA-2017-149454,2032-03-17,2017-07-26
CA-2017-156265,2032-03-18,2017-08-04
CA-2017-156265,2032-03-19,2017-08-04
CA-2017-156265,2032-03-20,2017-08-04
US-2016-168914,2032-03-21,2016-05-27
US-2018-110989,2032-03-22,2018-11-05
CA-2016-106215,2032-03-23,2016-04-21
US-2017-169369,2032-03-24,2017-12-18
US-2017-169369,2032-03-25,2017-12-18
CA-2016-132318,2032-03-26,2016-11-02
US-2015-131982,2032-03-27,2015-03-11
CA-2016-125185,2032-03-28,2016-03-07
CA-2016-125185,2032-03-29,2016-03-07
CA-2017-130078,2032-03-30,2017-08-14
US-2018-114034,2032-03-31,2018-01-08
US-2018-115595,2032-04-01,2018-10-11
CA-2018-158722,2032-04-02,2018-10-26
CA-2015-105165,2032-04-03,2015-09-10
CA-2015-105165,2032-04-04,2015-09-10
CA-2015-105165,2032-04-05,2015-09-10
CA-2015-105165,2032-04-06,2015-09-10
CA-2015-105165,2032-04-07,2015-09-10
CA-2018-147452,2032-04-08,2018-10-03
CA-2018-147452,2032-04-09,2018-10-03
CA-2018-147452,2032-04-10,2018-10-03
US-2018-114657,2032-04-11,2018-11-21
CA-2018-144484,2032-04-12,2018-09-11
CA-2018-144484,2032-04-13,2018-09-11
CA-2018-125913,2032-04-14,2018-01-16
CA-2018-125913,2032-04-15,2018-01-16
US-2017-158309,2032-04-16,2017-11-29
CA-2016-162887,2032-04-17,2016-11-09
CA-2018-147333,2032-04-18,2018-12-20
CA-2018-147333,2032-04-19,2018-12-20
CA-2015-113859,2032-04-20,2015-09-17
CA-2015-159681,2032-04-21,2015-12-13
US-2018-104094,2032-04-22,2018-09-11
CA-2018-152709,2032-04-23,2018-10-12
CA-2016-105158,2032-04-24,2016-09-10
CA-2016-105158,2032-04-25,2016-09-10
CA-2015-133424,2032-04-26,2015-04-04
CA-2015-133424,2032-04-27,2015-04-04
CA-2018-105991,2032-04-28,2018-05-06
CA-2018-105991,2032-04-29,2018-05-06
CA-2018-105991,2032-04-30,2018-05-06
US-2018-136784,2032-05-01,2018-05-05
CA-2015-146283,2032-05-02,2015-09-15
CA-2015-146283,2032-05-03,2015-09-15
CA-2015-146283,2032-05-04,2015-09-15
CA-2018-151218,2032-05-05,2018-06-23
CA-2016-111073,2032-05-06,2016-12-30
CA-2018-144883,2032-05-07,2018-08-19
CA-2018-142174,2032-05-08,2018-03-09
CA-2018-108791,2032-05-09,2018-07-31
CA-2018-108791,2032-05-10,2018-07-31
CA-2017-106656,2032-05-11,2017-09-26
CA-2017-106656,2032-05-12,2017-09-26
CA-2017-113831,2032-05-13,2017-06-03
CA-2017-113831,2032-05-14,2017-06-03
CA-2017-113831,2032-05-15,2017-06-03
US-2015-139500,2032-05-16,2015-11-20
US-2015-166310,2032-05-17,2015-09-23
US-2017-168410,2032-05-18,2017-02-26
US-2017-168410,2032-05-19,2017-02-26
US-2017-168410,2032-05-20,2017-02-26
CA-2018-131254,2032-05-21,2018-11-21
CA-2018-131254,2032-05-22,2018-11-21
CA-2018-131254,2032-05-23,2018-11-21
CA-2017-123414,2032-05-24,2017-08-27
CA-2017-123414,2032-05-25,2017-08-27
CA-2018-137876,2032-05-26,2018-05-05
CA-2018-137876,2032-05-27,2018-05-05
CA-2017-154060,2032-05-28,2017-05-08
US-2018-162558,2032-05-29,2018-10-05
US-2018-162558,2032-05-30,2018-10-05
US-2018-162558,2032-05-31,2018-10-05
US-2018-162558,2032-06-01,2018-10-05
US-2018-162558,2032-06-02,2018-10-05
US-2018-162558,2032-06-03,2018-10-05
US-2018-162558,2032-06-04,2018-10-05
CA-2018-134439,2032-06-05,2018-09-23
CA-2016-119508,2032-06-06,2016-12-09
CA-2016-119508,2032-06-07,2016-12-09
CA-2016-152681,2032-06-08,2016-01-22
CA-2015-130813,2032-06-09,2015-01-08
CA-2016-120320,2032-06-10,2016-03-09
CA-2017-111941,2032-06-11,2017-12-28
CA-2017-123120,2032-06-12,2017-09-08
CA-2017-123120,2032-06-13,2017-09-08
CA-2017-123120,2032-06-14,2017-09-08
CA-2015-103331,2032-06-15,2015-09-01
CA-2015-103331,2032-06-16,2015-09-01
CA-2015-103331,2032-06-17,2015-09-01
CA-2016-169278,2032-06-18,2016-05-25
CA-2018-111577,2032-06-19,2018-10-21
CA-2016-146486,2032-06-20,2016-11-14
CA-2016-146486,2032-06-21,2016-11-14
CA-2016-146486,2032-06-22,2016-11-14
CA-2016-146486,2032-06-23,2016-11-14
US-2015-168501,2032-06-24,2015-11-27
US-2015-168501,2032-06-25,2015-11-27
CA-2016-112053,2032-06-26,2016-10-13
CA-2018-108539,2032-06-27,2018-03-23
CA-2018-108539,2032-06-28,2018-03-23
CA-2018-108539,2032-06-29,2018-03-23
CA-2016-149811,2032-06-30,2016-01-10
CA-2016-149811,2032-07-01,2016-01-10
US-2018-103814,2032-07-02,2018-12-16
CA-2017-123932,2032-07-03,2017-09-12
CA-2017-123932,2032-07-04,2017-09-12
US-2017-101616,2032-07-05,2017-09-06
CA-2015-113768,2032-07-06,2015-05-19
CA-2015-113768,2032-07-07,2015-05-19
CA-2017-138037,2032-07-08,2017-10-03
CA-2015-150490,2032-07-09,2015-08-11
CA-2015-150490,2032-07-10,2015-08-11
CA-2015-150490,2032-07-11,2015-08-11
US-2018-126060,2032-07-12,2018-04-18
CA-2018-100951,2032-07-13,2018-06-10
CA-2017-122017,2032-07-14,2018-01-02
CA-2017-122017,2032-07-15,2018-01-02
CA-2015-123477,2032-07-16,2015-01-21
CA-2017-107790,2032-07-17,2017-11-24
CA-2018-158071,2032-07-18,2018-06-15
CA-2018-158071,2032-07-19,2018-06-15
CA-2018-158071,2032-07-20,2018-06-15
CA-2018-147403,2032-07-21,2018-09-13
US-2018-136721,2032-07-22,2018-04-12
US-2018-136721,2032-07-23,2018-04-12
CA-2016-118738,2032-07-24,2016-10-30
CA-2016-118738,2032-07-25,2016-10-30
CA-2016-118738,2032-07-26,2016-10-30
CA-2018-134152,2032-07-27,2018-05-31
CA-2018-134152,2032-07-28,2018-05-31
CA-2015-125542,2032-07-29,2015-12-07
CA-2015-125542,2032-07-30,2015-12-07
CA-2017-136021,2032-07-31,2017-08-18
CA-2017-136021,2032-08-01,2017-08-18
CA-2017-149195,2032-08-02,2017-09-07
CA-2017-149195,2032-08-03,2017-09-07
CA-2017-149195,2032-08-04,2017-09-07
CA-2018-161410,2032-08-05,2018-07-03
CA-2018-161410,2032-08-06,2018-07-03
CA-2018-152786,2032-08-07,2018-03-17
CA-2018-164707,2032-08-08,2018-02-21
CA-2018-164707,2032-08-09,2018-02-21
CA-2018-164707,2032-08-10,2018-02-21
CA-2018-163874,2032-08-11,2018-11-12
US-2015-123183,2032-08-12,2015-11-25
US-2015-123183,2032-08-13,2015-11-25
US-2015-123183,2032-08-14,2015-11-25
US-2015-123183,2032-08-15,2015-11-25
CA-2015-104829,2032-08-16,2015-11-21
US-2017-147340,2032-08-17,2017-09-24
CA-2017-145492,2032-08-18,2017-11-27
CA-2017-163202,2032-08-19,2017-10-02
CA-2017-117681,2032-08-20,2017-04-14
CA-2018-132262,2032-08-21,2018-09-23
CA-2018-132262,2032-08-22,2018-09-23
CA-2018-123043,2032-08-23,2018-08-29
CA-2018-123043,2032-08-24,2018-08-29
US-2017-143280,2032-08-25,2017-02-26
US-2017-143280,2032-08-26,2017-02-26
US-2017-143280,2032-08-27,2017-02-26
CA-2018-108854,2032-08-28,2018-12-14
CA-2018-108854,2032-08-29,2018-12-14
CA-2018-108854,2032-08-30,2018-12-14
CA-2018-108854,2032-08-31,2018-12-14
CA-2018-166856,2032-09-01,2018-09-22
CA-2018-166856,2032-09-02,2018-09-22
CA-2017-153157,2032-09-03,2017-09-14
US-2018-125647,2032-09-04,2018-09-28
US-2018-125647,2032-09-05,2018-09-28
US-2018-125647,2032-09-06,2018-09-28
CA-2015-132542,2032-09-07,2015-10-08
CA-2016-110877,2032-09-08,2016-10-26
CA-2016-110877,2032-09-09,2016-10-26
US-2017-151827,2032-09-10,2017-04-02
US-2017-151827,2032-09-11,2017-04-02
US-2017-163258,2032-09-12,2018-01-02
CA-2018-103009,2032-09-13,2018-11-05
US-2018-120649,2032-09-14,2018-01-26
CA-2017-153598,2032-09-15,2017-12-06
CA-2017-153598,2032-09-16,2017-12-06
US-2017-108497,2032-09-17,2017-06-14
CA-2017-113096,2032-09-18,2017-09-04
CA-2015-136861,2032-09-19,2015-09-07
CA-2018-117422,2032-09-20,2018-10-25
CA-2018-117422,2032-09-21,2018-10-25
CA-2018-117422,2032-09-22,2018-10-25
CA-2018-129707,2032-09-23,2018-04-29
CA-2016-160171,2032-09-24,2016-10-24
CA-2016-160171,2032-09-25,2016-10-24
CA-2015-103317,2032-09-26,2015-07-08
CA-2015-103317,2032-09-27,2015-07-08
CA-2015-103317,2032-09-28,2015-07-08
CA-2017-167115,2032-09-29,2017-04-09
US-2018-153633,2032-09-30,2018-11-18
CA-2018-155929,2032-10-01,2018-09-13
CA-2016-148712,2032-10-02,2016-04-23
CA-2016-148712,2032-10-03,2016-04-23
CA-2016-148712,2032-10-04,2016-04-23
CA-2017-128307,2032-10-05,2017-07-29
US-2017-127425,2032-10-06,2017-08-31
US-2017-127425,2032-10-07,2017-08-31
US-2015-119081,2032-10-08,2015-09-19
US-2015-119081,2032-10-09,2015-09-19
US-2015-119081,2032-10-10,2015-09-19
US-2015-119081,2032-10-11,2015-09-19
CA-2017-140613,2032-10-12,2017-07-29
US-2018-108700,2032-10-13,2018-05-23
CA-2018-160962,2032-10-14,2018-05-02
CA-2018-160962,2032-10-15,2018-05-02
CA-2018-130631,2032-10-16,2019-01-02
CA-2018-130631,2032-10-17,2019-01-02
CA-2018-116680,2032-10-18,2018-09-06
CA-2018-116680,2032-10-19,2018-09-06
US-2015-107405,2032-10-20,2015-03-25
CA-2018-101574,2032-10-21,2018-10-04
CA-2015-146591,2032-10-22,2015-01-20
CA-2015-146591,2032-10-23,2015-01-20
CA-2015-146591,2032-10-24,2015-01-20
CA-2015-146591,2032-10-25,2015-01-20
CA-2015-107706,2032-10-26,2015-02-19
CA-2017-122448,2032-10-27,2017-06-14
CA-2015-132451,2032-10-28,2015-09-27
CA-2015-132451,2032-10-29,2015-09-27
CA-2017-158547,2032-10-30,2017-06-04
CA-2018-116946,2032-10-31,2018-12-23
CA-2018-116946,2032-11-01,2018-12-23
CA-2018-116946,2032-11-02,2018-12-23
CA-2018-121741,2032-11-03,2018-12-26
CA-2018-169691,2032-11-04,2018-06-18
CA-2018-169691,2032-11-05,2018-06-18
CA-2018-169691,2032-11-06,2018-06-18
CA-2017-121356,2032-11-07,2017-11-24
CA-2015-101770,2032-11-08,2015-04-04
CA-2018-105487,2032-11-09,2018-10-14
CA-2018-105487,2032-11-10,2018-10-14
CA-2018-105487,2032-11-11,2018-10-14
CA-2018-105487,2032-11-12,2018-10-14
CA-2018-148999,2032-11-13,2018-02-04
CA-2015-107573,2032-11-14,2015-12-17
CA-2016-156608,2032-11-15,2016-10-29
CA-2018-134495,2032-11-16,2018-04-04
CA-2018-134495,2032-11-17,2018-04-04
CA-2018-134495,2032-11-18,2018-04-04
CA-2018-134495,2032-11-19,2018-04-04
CA-2018-164098,2032-11-20,2018-01-27
CA-2015-105249,2032-11-21,2015-11-28
CA-2015-105249,2032-11-22,2015-11-28
CA-2015-105249,2032-11-23,2015-11-28
CA-2016-113523,2032-11-24,2016-09-08
CA-2018-117821,2032-11-25,2018-06-16
CA-2018-164378,2032-11-26,2018-07-18
CA-2018-164378,2032-11-27,2018-07-18
CA-2018-164378,2032-11-28,2018-07-18
CA-2018-164378,2032-11-29,2018-07-18
CA-2018-164378,2032-11-30,2018-07-18
CA-2018-127782,2032-12-01,2018-11-06
CA-2018-127782,2032-12-02,2018-11-06
CA-2018-127782,2032-12-03,2018-11-06
CA-2018-127782,2032-12-04,2018-11-06
US-2017-162026,2032-12-05,2017-10-08
CA-2017-150000,2032-12-06,2017-04-14
CA-2016-168529,2032-12-07,2016-10-12
US-2018-152569,2032-12-08,2018-05-20
US-2018-152569,2032-12-09,2018-05-20
US-2015-137680,2032-12-10,2015-03-02
US-2015-137680,2032-12-11,2015-03-02
CA-2016-103177,2032-12-12,2016-06-01
CA-2016-103177,2032-12-13,2016-06-01
CA-2016-103177,2032-12-14,2016-06-01
US-2017-138408,2032-12-15,2017-11-21
CA-2018-117667,2032-12-16,2018-12-09
CA-2018-117667,2032-12-17,2018-12-09
CA-2018-117667,2032-12-18,2018-12-09
CA-2018-117667,2032-12-19,2018-12-09
CA-2018-117667,2032-12-20,2018-12-09
CA-2017-110982,2032-12-21,2017-06-07
CA-2017-110982,2032-12-22,2017-06-07
CA-2017-147123,2032-12-23,2017-12-12
CA-2018-154501,2032-12-24,2018-05-05
CA-2018-166933,2032-12-25,2018-04-28
CA-2016-142055,2032-12-26,2016-05-10
CA-2016-137106,2032-12-27,2016-04-04
CA-2018-136609,2032-12-28,2018-08-11
CA-2018-160885,2032-12-29,2018-12-06
US-2017-167472,2032-12-30,2017-06-07
US-2017-167472,2032-12-31,2017-06-07
US-2017-167472,2033-01-01,2017-06-07
US-2017-167472,2033-01-02,2017-06-07
US-2017-167472,2033-01-03,2017-06-07
US-2017-167472,2033-01-04,2017-06-07
US-2017-167472,2033-01-05,2017-06-07
CA-2016-120551,2033-01-06,2016-04-20
US-2018-150595,2033-01-07,2018-05-26
US-2018-150595,2033-01-08,2018-05-26
US-2018-150595,2033-01-09,2018-05-26
CA-2017-134936,2033-01-10,2017-12-25
CA-2017-134936,2033-01-11,2017-12-25
CA-2017-134936,2033-01-12,2017-12-25
CA-2018-102967,2033-01-13,2018-09-26
CA-2018-151008,2033-01-14,2018-09-08
CA-2018-151008,2033-01-15,2018-09-08
CA-2015-159800,2033-01-16,2015-12-01
CA-2015-159800,2033-01-17,2015-12-01
US-2015-159618,2033-01-18,2015-11-16
US-2015-159618,2033-01-19,2015-11-16
US-2015-159618,2033-01-20,2015-11-16
US-2015-159618,2033-01-21,2015-11-16
US-2015-159618,2033-01-22,2015-11-16
CA-2018-116113,2033-01-23,2018-10-06
CA-2016-125066,2033-01-24,2016-12-18
CA-2016-125066,2033-01-25,2016-12-18
US-2016-114741,2033-01-26,2016-12-10
US-2016-114741,2033-01-27,2016-12-10
US-2016-114741,2033-01-28,2016-12-10
CA-2018-133263,2033-01-29,2018-04-02
CA-2018-133263,2033-01-30,2018-04-02
CA-2018-133263,2033-01-31,2018-04-02
CA-2018-157966,2033-02-01,2018-03-13
CA-2018-157966,2033-02-02,2018-03-13
CA-2018-157966,2033-02-03,2018-03-13
CA-2018-157966,2033-02-04,2018-03-13
CA-2018-157966,2033-02-05,2018-03-13
CA-2018-157966,2033-02-06,2018-03-13
CA-2018-157966,2033-02-07,2018-03-13
CA-2015-151162,2033-02-08,2015-12-09
CA-2015-151162,2033-02-09,2015-12-09
CA-2015-151162,2033-02-10,2015-12-09
CA-2015-151162,2033-02-11,2015-12-09
CA-2015-151162,2033-02-12,2015-12-09
CA-2017-136686,2033-02-13,2017-12-16
CA-2017-136686,2033-02-14,2017-12-16
CA-2018-137498,2033-02-15,2018-09-14
CA-2018-137498,2033-02-16,2018-09-14
CA-2018-137498,2033-02-17,2018-09-14
CA-2018-163818,2033-02-18,2018-10-08
CA-2017-161158,2033-02-19,2017-05-13
CA-2015-116673,2033-02-20,2015-12-19
CA-2018-105333,2033-02-21,2018-12-04
CA-2018-105333,2033-02-22,2018-12-04
CA-2018-105333,2033-02-23,2018-12-04
CA-2016-149993,2033-02-24,2016-03-20
CA-2015-168158,2033-02-25,2015-07-24
CA-2017-115224,2033-02-26,2017-12-11
CA-2017-115224,2033-02-27,2017-12-11
CA-2015-164742,2033-02-28,2015-10-18
CA-2015-164742,2033-03-01,2015-10-18
US-2018-108014,2033-03-02,2018-11-25
CA-2018-160325,2033-03-03,2018-09-24
CA-2018-160325,2033-03-04,2018-09-24
CA-2016-159779,2033-03-05,2016-09-29
CA-2018-151176,2033-03-06,2018-02-20
CA-2018-151176,2033-03-07,2018-02-20
CA-2015-108903,2033-03-08,2015-10-03
CA-2015-108903,2033-03-09,2015-10-03
CA-2015-108903,2033-03-10,2015-10-03
CA-2017-117919,2033-03-11,2017-08-29
CA-2017-117919,2033-03-12,2017-08-29
CA-2016-142475,2033-03-13,2016-12-07
CA-2017-134516,2033-03-14,2017-09-25
CA-2017-134516,2033-03-15,2017-09-25
CA-2018-105193,2033-03-16,2018-03-31
CA-2016-168634,2033-03-17,2016-12-11
CA-2018-117198,2033-03-18,2018-09-05
CA-2016-145828,2033-03-19,2016-10-07
CA-2018-121027,2033-03-20,2018-08-22
CA-2018-121027,2033-03-21,2018-08-22
CA-2017-147431,2033-03-22,2017-02-07
CA-2017-158001,2033-03-23,2017-08-27
CA-2017-158001,2033-03-24,2017-08-27
CA-2017-158001,2033-03-25,2017-08-27
CA-2018-125745,2033-03-26,2018-07-04
CA-2016-101154,2033-03-27,2016-09-21
US-2017-124163,2033-03-28,2017-09-30
US-2017-124163,2033-03-29,2017-09-30
US-2017-124163,2033-03-30,2017-09-30
US-2017-124163,2033-03-31,2017-09-30
CA-2017-121748,2033-04-01,2017-10-28
CA-2017-121748,2033-04-02,2017-10-28
CA-2015-126683,2033-04-03,2015-10-01
CA-2015-126683,2033-04-04,2015-10-01
CA-2018-148810,2033-04-05,2018-07-01
CA-2018-148810,2033-04-06,2018-07-01
US-2017-146066,2033-04-07,2017-08-23
CA-2015-127614,2033-04-08,2015-02-15
CA-2015-127614,2033-04-09,2015-02-15
CA-2015-127614,2033-04-10,2015-02-15
CA-2017-101742,2033-04-11,2017-09-28
CA-2016-134943,2033-04-12,2016-12-06
CA-2018-123022,2033-04-13,2018-09-08
CA-2018-123022,2033-04-14,2018-09-08
CA-2018-113208,2033-04-15,2018-04-02
CA-2015-154893,2033-04-16,2015-12-27
CA-2015-154893,2033-04-17,2015-12-27
CA-2015-147900,2033-04-18,2015-09-28
CA-2018-106355,2033-04-19,2018-04-05
CA-2017-127985,2033-04-20,2017-04-05
CA-2016-166604,2033-04-21,2016-05-20
CA-2018-120719,2033-04-22,2018-03-26
CA-2018-127117,2033-04-23,2018-04-19
CA-2016-104241,2033-04-24,2016-01-09
CA-2018-168179,2033-04-25,2018-11-07
CA-2018-142342,2033-04-26,2018-07-19
CA-2018-142342,2033-04-27,2018-07-19
CA-2018-142342,2033-04-28,2018-07-19
CA-2018-142342,2033-04-29,2018-07-19
CA-2018-109099,2033-04-30,2018-10-11
US-2015-134187,2033-05-01,2015-11-11
CA-2017-145261,2033-05-02,2017-12-21
CA-2017-145261,2033-05-03,2017-12-21
CA-2017-145261,2033-05-04,2017-12-21
CA-2017-145261,2033-05-05,2017-12-21
CA-2017-145261,2033-05-06,2017-12-21
CA-2017-145261,2033-05-07,2017-12-21
CA-2017-145261,2033-05-08,2017-12-21
CA-2017-108875,2033-05-09,2017-10-01
CA-2017-108875,2033-05-10,2017-10-01
CA-2017-141957,2033-05-11,2017-07-21
CA-2017-141957,2033-05-12,2017-07-21
CA-2017-141957,2033-05-13,2017-07-21
CA-2017-141957,2033-05-14,2017-07-21
CA-2017-142405,2033-05-15,2017-06-15
CA-2017-142405,2033-05-16,2017-06-15
CA-2017-142405,2033-05-17,2017-06-15
CA-2016-141012,2033-05-18,2016-06-11
CA-2016-141012,2033-05-19,2016-06-11
CA-2018-127922,2033-05-20,2018-11-03
CA-2018-127922,2033-05-21,2018-11-03
CA-2017-146318,2033-05-22,2017-01-27
CA-2015-135993,2033-05-23,2015-06-02
CA-2015-135993,2033-05-24,2015-06-02
CA-2015-126802,2033-05-25,2016-01-05
CA-2017-143924,2033-05-26,2017-08-03
CA-2017-143924,2033-05-27,2017-08-03
CA-2017-141551,2033-05-28,2017-09-30
CA-2017-141551,2033-05-29,2017-09-30
CA-2015-164315,2033-05-30,2015-04-08
CA-2015-164315,2033-05-31,2015-04-08
CA-2015-164315,2033-06-01,2015-04-08
CA-2016-131072,2033-06-02,2016-11-05
CA-2015-131541,2033-06-03,2015-07-28
CA-2015-131541,2033-06-04,2015-07-28
CA-2015-131541,2033-06-05,2015-07-28
CA-2016-119550,2033-06-06,2016-12-31
US-2016-138093,2033-06-07,2016-12-16
US-2016-138093,2033-06-08,2016-12-16
US-2016-138093,2033-06-09,2016-12-16
US-2016-138093,2033-06-10,2016-12-16
US-2016-138093,2033-06-11,2016-12-16
CA-2017-126165,2033-06-12,2017-05-07
