Name,Maths,Science,English
Student_4887,86,51,58
Student_4888,69,90,66
Student_4889,65,63,93
Student_4890,88,86,92
Student_4891,51,65,71
Student_4892,85,82,75
Student_4893,76,50,83
Student_4894,79,53,87
Student_4895,91,66,86
Student_4896,75,58,58
Student_4897,86,59,97
Student_4898,76,97,75
Student_4899,56,80,84
Student_4900,73,82,78
Student_4901,50,55,63
Student_4902,59,69,93
Student_4903,69,96,80
Student_4904,70,82,89
Student_4905,96,92,54
Student_4906,59,92,53
Student_4907,100,88,52
Student_4908,57,96,77
Student_4909,57,89,86
Student_4910,57,93,72
Student_4911,51,54,52
Student_4912,62,93,87
Student_4913,82,56,92
Student_4914,98,64,86
Student_4915,83,72,90
Student_4916,57,54,53
Student_4917,61,80,88
Student_4918,93,53,92
Student_4919,69,52,61
Student_4920,71,59,70
Student_4921,82,51,78
Student_4922,72,99,53
Student_4923,70,81,65
Student_4924,69,86,85
Student_4925,69,71,61
Student_4926,60,71,51
Student_4927,72,90,95
Student_4928,68,60,57
Student_4929,81,51,72
Student_4930,53,56,58
Student_4931,51,60,70
Student_4932,75,77,85
Student_4933,61,69,81
Student_4934,57,95,74
Student_4935,65,100,51
Student_4936,55,60,87
Student_4937,64,97,94
Student_4938,91,86,62
Student_4939,58,56,92
Student_4940,93,89,55
Student_4941,55,53,60
Student_4942,72,77,63
Student_4943,51,60,60
Student_4944,64,85,58
Student_4945,75,58,77
Student_4946,91,52,77
Student_4947,62,74,69
Student_4948,100,52,62
Student_4949,67,51,57
Student_4950,63,93,66
Student_4951,85,86,78
Student_4952,97,56,67
Student_4953,51,68,65
Student_4954,62,75,90
Student_4955,75,93,65
Student_4956,68,70,81
Student_4957,81,94,87
Student_4958,52,58,81
Student_4959,79,70,53
Student_4960,75,61,60
Student_4961,67,88,94
Student_4962,86,57,74
Student_4963,75,67,70
Student_4964,77,67,65
Student_4965,76,86,81
Student_4966,94,78,55
Student_4967,89,56,84
Student_4968,85,59,89
Student_4969,78,100,68
Student_4970,66,52,64
Student_4971,58,87,91
Student_4972,96,58,86
Student_4973,88,91,62
Student_4974,78,58,91
Student_4975,71,67,78
Student_4976,81,74,83
Student_4977,97,57,83
Student_4978,98,87,77
Student_4979,87,75,64
Student_4980,60,54,78
Student_4981,63,69,95
Student_4982,93,57,75
Student_4983,63,52,61
Student_4984,61,77,76
Student_4985,77,64,67
Student_4986,78,90,89
Student_4987,57,94,86
Student_4988,64,61,81
Student_4989,63,83,79
Student_4990,99,94,72
Student_4991,93,80,95
Student_4992,70,90,61
Student_4993,94,87,92
Student_4994,96,76,90
Student_4995,51,50,92
Student_4996,59,66,54
Student_4997,54,75,77
Student_4998,54,70,72
Student_4999,57,93,73
Student_5000,56,79,53
Student_5001,77,89,78
Student_5002,78,95,97
Student_5003,100,57,100
Student_5004,98,82,78
Student_5005,84,78,71
Student_5006,71,53,52
Student_5007,59,64,96
Student_5008,86,81,68
Student_5009,77,65,83
Student_5010,80,70,84
Student_5011,61,76,51
Student_5012,98,80,86
Student_5013,62,74,86
Student_5014,76,69,63
Student_5015,92,52,56
Student_5016,94,53,75
Student_5017,98,80,55
Student_5018,82,83,54
Student_5019,76,88,80
Student_5020,54,56,94
Student_5021,86,88,81
Student_5022,53,52,60
Student_5023,91,79,73
Student_5024,67,82,93
Student_5025,83,59,99
Student_5026,53,76,78
Student_5027,63,53,97
Student_5028,85,86,94
Student_5029,84,96,79
Student_5030,78,97,91
Student_5031,72,88,72
Student_5032,58,50,80
Student_5033,68,77,64
Student_5034,79,51,53
Student_5035,74,73,55
Student_5036,71,56,67
Student_5037,54,93,56
Student_5038,88,73,65
Student_5039,76,59,67
Student_5040,81,51,76
Student_5041,77,84,89
Student_5042,86,98,61
Student_5043,80,57,64
Student_5044,67,90,78
Student_5045,58,56,93
Student_5046,56,76,90
Student_5047,78,79,91
Student_5048,66,83,61
Student_5049,74,57,80
Student_5050,62,74,100
Student_5051,69,77,88
Student_5052,86,71,61
Student_5053,66,86,93
Student_5054,51,88,61
Student_5055,68,69,52
Student_5056,51,95,97
Student_5057,56,59,64
Student_5058,96,95,64
Student_5059,95,71,93
Student_5060,92,91,74
Student_5061,71,58,86
Student_5062,51,74,86
Student_5063,72,81,99
Student_5064,86,70,74
Student_5065,83,88,82
Student_5066,86,91,68
Student_5067,97,85,71
Student_5068,50,97,100
Student_5069,74,64,52
Student_5070,65,77,75
Student_5071,73,63,55
Student_5072,73,62,67
Student_5073,85,61,88
Student_5074,50,51,75
Student_5075,72,77,97
Student_5076,95,84,96
Student_5077,54,50,84
Student_5078,76,60,67
Student_5079,66,80,78
Student_5080,67,77,95
Student_5081,69,70,81
Student_5082,68,96,53
Student_5083,77,95,83
Student_5084,54,63,52
Student_5085,91,93,85
Student_5086,66,76,67
Student_5087,70,71,62
Student_5088,83,91,89
Student_5089,70,53,80
Student_5090,85,98,54
Student_5091,86,59,85
Student_5092,100,79,80
Student_5093,66,78,84
Student_5094,69,73,80
Student_5095,74,77,82
Student_5096,86,98,85
Student_5097,96,61,77
Student_5098,94,82,57
Student_5099,65,93,66
Student_5100,86,61,62
Student_5101,90,99,97
Student_5102,81,51,90
Student_5103,98,74,55
Student_5104,89,69,81
Student_5105,68,60,64
Student_5106,95,63,81
Student_5107,93,74,52
Student_5108,59,98,57
Student_5109,62,73,94
Student_5110,71,75,90
Student_5111,68,82,63
Student_5112,61,95,57
Student_5113,54,68,97
Student_5114,71,71,57
Student_5115,51,61,66
Student_5116,53,54,82
Student_5117,95,97,96
Student_5118,64,60,68
Student_5119,95,66,62
Student_5120,80,79,87
Student_5121,67,65,62
Student_5122,100,95,70
Student_5123,83,59,67
Student_5124,90,52,57
Student_5125,67,62,90
Student_5126,81,53,90
Student_5127,84,74,62
Student_5128,69,83,89
Student_5129,55,98,80
Student_5130,77,55,90
Student_5131,66,72,55
Student_5132,87,81,74
Student_5133,84,97,86
Student_5134,87,71,92
Student_5135,75,88,61
Student_5136,59,56,83
Student_5137,61,80,68
Student_5138,52,79,54
Student_5139,65,84,78
Student_5140,61,80,51
Student_5141,77,77,99
Student_5142,69,54,98
Student_5143,79,82,63
Student_5144,81,97,80
Student_5145,86,99,54
Student_5146,61,87,89
Student_5147,57,95,68
Student_5148,63,75,82
Student_5149,79,78,92
Student_5150,63,73,95
Student_5151,86,61,72
Student_5152,100,96,89
Student_5153,58,97,83
Student_5154,100,65,66
Student_5155,97,67,90
Student_5156,93,53,60
Student_5157,92,90,74
Student_5158,97,83,57
Student_5159,99,70,56
Student_5160,95,61,87
Student_5161,92,74,69
Student_5162,98,66,86
Student_5163,92,61,63
Student_5164,99,72,79
Student_5165,50,51,70
Student_5166,58,69,57
Student_5167,63,72,87
Student_5168,73,75,87
Student_5169,77,67,57
Student_5170,82,79,77
Student_5171,52,60,100
Student_5172,99,88,84
Student_5173,91,51,52
Student_5174,71,72,100
Student_5175,88,100,76
Student_5176,84,61,56
Student_5177,79,96,71
Student_5178,83,50,81
Student_5179,62,88,99
Student_5180,96,65,90
Student_5181,75,60,75
Student_5182,96,99,65
Student_5183,76,64,55
Student_5184,54,93,89
Student_5185,61,92,57
Student_5186,66,89,66
Student_5187,66,81,83
Student_5188,85,86,61
Student_5189,75,57,63
Student_5190,54,70,82
Student_5191,77,62,54
Student_5192,88,95,98
Student_5193,82,79,62
Student_5194,53,94,88
Student_5195,59,61,90
Student_5196,93,55,96
Student_5197,79,63,79
Student_5198,97,60,50
Student_5199,84,97,94
Student_5200,86,64,80
Student_5201,80,61,61
Student_5202,88,74,73
Student_5203,81,98,84
Student_5204,83,85,66
Student_5205,51,54,90
Student_5206,94,66,53
Student_5207,52,65,54
Student_5208,55,92,63
Student_5209,87,81,71
Student_5210,54,82,96
Student_5211,58,65,92
Student_5212,69,76,76
Student_5213,68,96,79
Student_5214,85,76,60
Student_5215,83,76,59
Student_5216,56,75,70
Student_5217,66,99,81
Student_5218,58,70,57
Student_5219,98,96,81
Student_5220,88,71,50
Student_5221,89,96,58
Student_5222,86,76,92
Student_5223,53,87,73
Student_5224,68,66,65
Student_5225,52,88,54
Student_5226,55,66,73
Student_5227,82,71,87
Student_5228,52,50,72
Student_5229,76,68,90
Student_5230,62,91,87
Student_5231,74,57,53
Student_5232,76,92,96
Student_5233,88,90,87
Student_5234,55,79,51
Student_5235,98,90,68
Student_5236,62,78,67
Student_5237,51,56,61
Student_5238,90,73,53
Student_5239,85,100,63
Student_5240,74,81,96
Student_5241,69,93,68
Student_5242,75,66,80
Student_5243,90,83,66
Student_5244,93,81,62
Student_5245,61,56,64
Student_5246,57,63,63
Student_5247,78,85,73
Student_5248,55,51,66
Student_5249,68,68,84
Student_5250,94,86,57
Student_5251,63,82,59
Student_5252,68,93,86
Student_5253,81,63,73
Student_5254,96,99,99
Student_5255,78,54,94
Student_5256,83,96,63
Student_5257,89,73,66
Student_5258,86,98,84
Student_5259,95,68,63
Student_5260,51,75,51
Student_5261,58,93,72
Student_5262,59,89,66
Student_5263,63,54,58
Student_5264,64,64,53
Student_5265,72,57,87
Student_5266,67,65,64
Student_5267,66,61,78
Student_5268,68,90,87
Student_5269,80,63,51
Student_5270,66,94,98
Student_5271,93,58,59
Student_5272,92,70,57
Student_5273,73,80,79
Student_5274,68,100,66
Student_5275,90,91,75
Student_5276,88,78,77
Student_5277,80,71,100
Student_5278,61,62,66
Student_5279,75,59,65
Student_5280,59,70,100
Student_5281,91,87,58
Student_5282,71,53,74
Student_5283,86,50,54
Student_5284,73,63,81
Student_5285,58,92,100
Student_5286,95,51,62
Student_5287,55,77,68
Student_5288,60,77,86
Student_5289,58,76,76
Student_5290,90,58,55
Student_5291,86,82,91
Student_5292,53,96,59
Student_5293,98,85,95
Student_5294,80,62,55
Student_5295,93,82,88
Student_5296,75,50,77
Student_5297,99,55,76
Student_5298,87,52,88
Student_5299,67,94,74
Student_5300,94,80,67
Student_5301,100,78,88
Student_5302,86,63,67
Student_5303,90,60,72
Student_5304,58,57,72
Student_5305,69,72,51
Student_5306,86,69,71
Student_5307,53,79,51
Student_5308,73,98,92
Student_5309,61,96,53
Student_5310,69,62,71
Student_5311,52,72,81
Student_5312,79,70,70
Student_5313,85,78,91
Student_5314,82,82,67
Student_5315,54,58,74
Student_5316,66,75,81
Student_5317,79,61,58
Student_5318,89,97,92
Student_5319,88,92,55
Student_5320,98,56,74
Student_5321,68,100,77
Student_5322,85,59,82
Student_5323,99,97,53
Student_5324,82,89,72
Student_5325,85,85,83
Student_5326,90,89,94
Student_5327,55,99,60
Student_5328,88,91,64
Student_5329,89,97,94
Student_5330,89,53,64
Student_5331,69,79,90
Student_5332,83,98,61
Student_5333,97,91,59
Student_5334,57,89,88
Student_5335,89,94,55
Student_5336,50,62,80
Student_5337,62,77,80
Student_5338,86,67,50
Student_5339,77,71,70
Student_5340,54,81,56
Student_5341,75,68,82
Student_5342,67,79,90
Student_5343,69,73,80
Student_5344,54,92,64
Student_5345,84,57,86
Student_5346,60,86,78
Student_5347,91,68,60
Student_5348,92,58,69
Student_5349,51,58,97
Student_5350,53,99,95
Student_5351,99,65,75
Student_5352,56,81,63
Student_5353,100,70,52
Student_5354,53,56,89
Student_5355,99,52,88
Student_5356,82,84,87
Student_5357,58,60,63
Student_5358,93,91,87
Student_5359,85,82,88
Student_5360,75,54,88
Student_5361,72,63,52
Student_5362,95,88,89
Student_5363,91,83,86
Student_5364,56,89,100
Student_5365,86,52,97
Student_5366,98,93,82
Student_5367,89,53,70
Student_5368,89,68,50
Student_5369,78,71,100
Student_5370,68,60,65
Student_5371,78,59,86
Student_5372,94,54,93
Student_5373,90,67,52
Student_5374,57,85,59
Student_5375,53,96,51
Student_5376,54,77,77
Student_5377,64,82,74
Student_5378,76,60,81
Student_5379,61,56,73
Student_5380,64,68,62
Student_5381,96,87,53
Student_5382,88,92,53
Student_5383,86,56,57
Student_5384,97,68,65
Student_5385,67,79,98
Student_5386,85,78,70
Student_5387,68,99,83
Student_5388,60,100,56
Student_5389,94,55,53
Student_5390,62,87,84
Student_5391,91,53,57
Student_5392,81,93,94
Student_5393,87,82,55
Student_5394,82,96,66
Student_5395,84,58,80
Student_5396,91,93,69
Student_5397,53,71,72
Student_5398,74,99,68
Student_5399,65,97,94
Student_5400,51,57,86
Student_5401,67,83,97
Student_5402,71,64,91
Student_5403,90,89,95
Student_5404,86,76,80
Student_5405,93,96,97
Student_5406,89,88,61
Student_5407,50,61,90
Student_5408,59,84,58
Student_5409,65,57,62
Student_5410,99,65,90
Student_5411,58,94,75
Student_5412,72,58,66
Student_5413,53,99,89
Student_5414,82,84,91
Student_5415,94,59,68
Student_5416,97,96,56
Student_5417,85,89,91
Student_5418,67,77,89
Student_5419,58,94,70
Student_5420,73,84,84
Student_5421,60,94,79
Student_5422,60,66,99
Student_5423,75,95,83
Student_5424,57,85,84
Student_5425,90,70,95
Student_5426,96,69,79
Student_5427,51,62,58
Student_5428,74,68,72
Student_5429,64,96,88
Student_5430,82,72,54
Student_5431,66,85,66
Student_5432,89,66,59
Student_5433,67,56,91
Student_5434,87,70,98
Student_5435,85,100,94
Student_5436,56,63,89
Student_5437,60,89,97
Student_5438,91,87,51
Student_5439,79,52,98
Student_5440,55,73,82
Student_5441,51,74,68
Student_5442,63,92,97
Student_5443,70,59,92
Student_5444,61,51,97
Student_5445,58,86,76
Student_5446,64,84,91
Student_5447,65,87,57
Student_5448,99,58,99
Student_5449,63,90,76
Student_5450,51,81,54
Student_5451,84,95,95
Student_5452,75,96,65
Student_5453,87,51,67
Student_5454,93,56,57
Student_5455,100,58,52
Student_5456,92,75,95
Student_5457,87,73,95
Student_5458,75,94,79
Student_5459,67,93,63
Student_5460,66,69,97
Student_5461,62,71,71
Student_5462,67,55,91
Student_5463,55,59,77
Student_5464,100,65,95
Student_5465,97,93,98
Student_5466,55,75,100
Student_5467,85,88,100
Student_5468,73,68,60
Student_5469,99,56,63
Student_5470,72,100,56
Student_5471,63,84,95
Student_5472,76,93,97
Student_5473,98,98,77
Student_5474,75,72,50
Student_5475,69,63,54
Student_5476,82,95,82
Student_5477,57,61,67
Student_5478,55,85,57
Student_5479,61,77,77
Student_5480,52,85,98
Student_5481,64,51,95
Student_5482,65,70,56
Student_5483,88,68,59
Student_5484,75,50,62
Student_5485,99,54,80
Student_5486,67,81,89
Student_5487,97,51,89
Student_5488,94,86,52
Student_5489,51,84,75
Student_5490,62,81,93
Student_5491,92,96,68
Student_5492,57,92,78
Student_5493,71,60,82
Student_5494,65,88,97
Student_5495,57,63,64
Student_5496,65,61,85
Student_5497,55,50,93
Student_5498,85,71,65
Student_5499,89,72,81
Student_5500,94,74,70
Student_5501,81,90,86
Student_5502,65,53,96
Student_5503,69,88,78
Student_5504,56,66,85
Student_5505,58,60,94
Student_5506,82,92,91
Student_5507,51,71,98
Student_5508,83,91,65
Student_5509,99,53,84
Student_5510,60,83,81
Student_5511,68,98,71
Student_5512,91,61,55
Student_5513,60,64,95
Student_5514,78,64,97
Student_5515,62,58,99
Student_5516,66,62,99
Student_5517,86,54,64
Student_5518,52,50,94
Student_5519,54,63,70
Student_5520,76,63,57
Student_5521,83,91,82
Student_5522,98,59,84
Student_5523,61,92,78
Student_5524,68,55,57
Student_5525,98,55,96
Student_5526,67,66,61
Student_5527,88,72,94
Student_5528,75,50,61
Student_5529,77,73,68
Student_5530,68,89,65
Student_5531,59,95,53
Student_5532,62,54,89
Student_5533,98,52,78
Student_5534,92,88,64
Student_5535,79,61,100
Student_5536,70,65,85
Student_5537,96,89,86
Student_5538,97,59,92
Student_5539,51,51,67
Student_5540,51,71,92
Student_5541,65,63,82
Student_5542,59,80,69
Student_5543,52,65,94
Student_5544,54,66,80
Student_5545,62,69,87
Student_5546,89,84,67
Student_5547,58,66,91
Student_5548,73,98,95
Student_5549,75,98,86
Student_5550,53,91,56
Student_5551,64,90,96
Student_5552,60,87,81
Student_5553,88,90,63
Student_5554,74,58,66
Student_5555,69,90,93
Student_5556,64,72,67
Student_5557,91,56,66
Student_5558,70,66,79
Student_5559,75,88,99
Student_5560,84,99,99
Student_5561,50,60,75
Student_5562,93,92,93
Student_5563,81,68,76
Student_5564,78,63,79
Student_5565,65,80,64
Student_5566,93,83,88
Student_5567,73,81,79
Student_5568,71,82,82
Student_5569,91,87,65
Student_5570,52,87,86
Student_5571,77,74,66
Student_5572,83,76,70
Student_5573,77,78,58
Student_5574,71,76,77
Student_5575,73,62,93
Student_5576,84,70,52
Student_5577,86,62,50
Student_5578,76,76,69
Student_5579,94,72,90
Student_5580,90,78,73
Student_5581,63,87,60
Student_5582,61,58,58
Student_5583,95,96,84
Student_5584,70,62,66
Student_5585,53,68,85
Student_5586,75,84,74
Student_5587,90,71,86
Student_5588,73,66,71
Student_5589,67,59,73
Student_5590,53,100,92
Student_5591,100,99,59
Student_5592,83,83,63
Student_5593,78,69,72
Student_5594,80,70,94
Student_5595,61,89,82
Student_5596,55,96,88
Student_5597,63,61,58
Student_5598,69,96,66
Student_5599,84,68,81
Student_5600,68,97,75
Student_5601,59,90,84
Student_5602,94,68,76
Student_5603,60,59,51
Student_5604,59,99,86
Student_5605,90,96,74
Student_5606,98,82,80
Student_5607,73,83,69
Student_5608,69,93,99
Student_5609,59,75,87
Student_5610,72,51,76
Student_5611,64,62,60
Student_5612,78,67,61
Student_5613,82,72,98
Student_5614,54,78,100
Student_5615,69,78,94
Student_5616,78,59,69
Student_5617,76,61,63
Student_5618,71,98,69
Student_5619,95,80,53
Student_5620,70,94,93
Student_5621,58,91,87
Student_5622,81,76,58
Student_5623,76,89,74
Student_5624,61,75,68
Student_5625,97,71,78
Student_5626,57,65,87
Student_5627,62,83,96
Student_5628,69,51,92
Student_5629,90,84,86
Student_5630,86,74,62
Student_5631,66,68,99
Student_5632,96,94,51
Student_5633,81,52,54
Student_5634,63,70,94
Student_5635,78,82,79
Student_5636,66,84,97
Student_5637,59,65,74
Student_5638,67,97,53
Student_5639,89,86,52
Student_5640,100,96,66
Student_5641,52,71,79
Student_5642,91,74,63
Student_5643,95,63,81
Student_5644,64,77,98
Student_5645,85,82,79
Student_5646,76,64,98
Student_5647,100,90,70
Student_5648,72,60,89
Student_5649,60,79,75
Student_5650,59,95,86
Student_5651,59,75,52
Student_5652,69,62,89
Student_5653,75,69,93
Student_5654,60,50,93
Student_5655,67,53,63
Student_5656,80,87,54
Student_5657,94,100,97
Student_5658,55,74,68
Student_5659,70,99,67
Student_5660,89,50,74
Student_5661,97,61,70
Student_5662,86,89,100
Student_5663,81,96,75
Student_5664,75,67,51
Student_5665,58,58,58
Student_5666,69,53,93
Student_5667,85,72,68
Student_5668,76,96,50
Student_5669,78,74,98
Student_5670,85,87,71
Student_5671,73,74,55
Student_5672,63,51,95
Student_5673,92,65,94
Student_5674,94,61,83
Student_5675,90,98,98
Student_5676,93,60,52
Student_5677,51,98,75
Student_5678,89,53,62
Student_5679,70,70,56
Student_5680,92,87,79
Student_5681,88,80,59
Student_5682,93,98,57
Student_5683,58,90,59
Student_5684,80,74,79
Student_5685,80,56,94
Student_5686,58,58,78
Student_5687,100,75,74
Student_5688,50,97,84
Student_5689,92,68,97
Student_5690,86,75,89
Student_5691,74,61,97
Student_5692,82,68,82
Student_5693,73,84,68
Student_5694,95,52,86
Student_5695,70,64,56
Student_5696,64,61,63
Student_5697,84,59,52
Student_5698,93,76,61
Student_5699,78,99,51
Student_5700,68,74,50
Student_5701,88,71,87
Student_5702,66,57,92
Student_5703,52,94,86
Student_5704,72,55,57
Student_5705,76,83,51
Student_5706,54,77,73
Student_5707,65,93,100
Student_5708,78,61,90
Student_5709,63,70,79
Student_5710,83,52,87
Student_5711,81,56,100
Student_5712,79,99,69
Student_5713,91,89,90
Student_5714,66,55,91
Student_5715,89,78,88
Student_5716,85,83,62
Student_5717,81,72,50
Student_5718,75,70,67
Student_5719,60,50,51
Student_5720,64,51,61
Student_5721,76,54,60
Student_5722,66,95,90
Student_5723,75,75,85
Student_5724,51,67,77
Student_5725,93,67,54
Student_5726,71,93,84
Student_5727,100,77,85
Student_5728,60,70,79
Student_5729,56,100,62
Student_5730,77,81,64
Student_5731,50,97,86
Student_5732,57,85,62
Student_5733,98,100,90
Student_5734,76,76,53
Student_5735,51,95,52
Student_5736,59,59,70
Student_5737,64,73,70
Student_5738,50,94,82
Student_5739,87,91,76
Student_5740,75,75,68
Student_5741,60,70,83
Student_5742,63,55,77
Student_5743,50,95,68
Student_5744,69,63,81
Student_5745,77,58,95
Student_5746,63,80,54
Student_5747,73,81,94
Student_5748,51,89,98
Student_5749,86,55,58
Student_5750,89,90,78
Student_5751,81,85,77
Student_5752,75,72,68
Student_5753,90,100,57
Student_5754,63,100,54
Student_5755,91,65,56
Student_5756,62,81,54
Student_5757,97,84,84
Student_5758,66,61,66
Student_5759,77,82,70
Student_5760,92,54,51
Student_5761,85,52,65
Student_5762,55,89,84
Student_5763,73,68,78
Student_5764,59,50,73
Student_5765,66,53,92
Student_5766,92,81,84
Student_5767,52,53,85
Student_5768,65,89,82
Student_5769,67,96,68
Student_5770,83,83,67
Student_5771,80,74,65
Student_5772,63,95,68
Student_5773,65,57,95
Student_5774,56,64,82
Student_5775,84,72,96
Student_5776,57,72,100
Student_5777,66,51,58
Student_5778,77,93,84
Student_5779,87,95,71
Student_5780,66,76,51
Student_5781,79,70,80
Student_5782,99,69,58
Student_5783,78,59,87
Student_5784,71,60,66
Student_5785,91,66,84
Student_5786,100,84,92
Student_5787,52,68,57
Student_5788,96,83,50
Student_5789,55,98,64
Student_5790,70,98,86
Student_5791,81,69,81
Student_5792,69,98,78
Student_5793,84,75,58
Student_5794,94,77,54
Student_5795,78,100,91
Student_5796,87,64,79
Student_5797,80,58,73
Student_5798,67,61,74
Student_5799,90,68,83
Student_5800,83,60,91
Student_5801,85,76,60
Student_5802,65,75,100
Student_5803,75,68,65
Student_5804,91,66,91
Student_5805,61,92,62
Student_5806,64,57,83
Student_5807,80,81,71
Student_5808,67,93,84
Student_5809,96,100,71
Student_5810,86,88,60
Student_5811,84,96,50
Student_5812,83,77,56
Student_5813,51,94,59
Student_5814,90,64,100
Student_5815,76,60,84
Student_5816,66,100,82
Student_5817,57,51,93
Student_5818,93,92,70
Student_5819,69,87,79
Student_5820,58,96,86
Student_5821,97,63,89
Student_5822,67,80,82
Student_5823,62,79,94
Student_5824,91,51,76
Student_5825,62,86,63
Student_5826,98,82,69
Student_5827,86,92,71
Student_5828,62,73,77
Student_5829,62,54,96
Student_5830,89,69,63
Student_5831,75,93,82
Student_5832,56,70,65
Student_5833,50,60,77
Student_5834,96,79,75
Student_5835,91,94,58
Student_5836,82,72,98
Student_5837,71,58,60
Student_5838,63,98,92
Student_5839,50,99,93
Student_5840,76,66,94
Student_5841,90,51,73
Student_5842,63,70,56
Student_5843,77,92,85
Student_5844,72,50,56
Student_5845,80,51,93
Student_5846,52,89,84
Student_5847,93,96,79
Student_5848,97,98,98
Student_5849,58,91,65
Student_5850,63,85,74
Student_5851,88,77,86
Student_5852,50,74,80
Student_5853,74,70,82
Student_5854,56,57,97
Student_5855,89,97,94
Student_5856,61,52,58
Student_5857,88,62,72
Student_5858,92,76,80
Student_5859,57,100,95
Student_5860,95,99,62
Student_5861,53,68,92
Student_5862,95,89,92
Student_5863,84,87,88
Student_5864,82,68,70
Student_5865,66,93,94
Student_5866,52,100,96
Student_5867,93,70,80
Student_5868,96,54,84
Student_5869,64,53,84
Student_5870,50,97,64
Student_5871,51,86,64
Student_5872,50,53,74
Student_5873,65,88,53
Student_5874,69,53,58
Student_5875,66,81,87
Student_5876,63,53,79
Student_5877,58,53,89
Student_5878,96,95,73
Student_5879,99,56,73
Student_5880,91,56,61
Student_5881,89,61,52
Student_5882,75,75,88
Student_5883,60,82,78
Student_5884,59,74,91
Student_5885,70,85,82
Student_5886,53,63,99
Student_5887,75,50,51
Student_5888,63,85,90
Student_5889,74,74,53
Student_5890,69,56,87
Student_5891,70,88,97
Student_5892,76,56,62
Student_5893,56,58,73
Student_5894,92,64,84
Student_5895,68,100,74
Student_5896,97,100,52
Student_5897,64,63,86
Student_5898,75,79,97
Student_5899,86,68,76
Student_5900,59,92,67
Student_5901,99,63,92
Student_5902,70,52,65
Student_5903,87,84,85
Student_5904,74,88,79
Student_5905,82,97,51
Student_5906,81,61,79
Student_5907,88,87,53
Student_5908,93,51,80
Student_5909,100,100,79
Student_5910,84,93,68
Student_5911,77,76,78
Student_5912,86,96,99
Student_5913,57,83,51
Student_5914,52,84,96
Student_5915,50,54,73
Student_5916,95,94,64
Student_5917,58,79,64
Student_5918,80,89,83
Student_5919,91,55,61
Student_5920,62,76,54
Student_5921,77,94,79
Student_5922,99,71,96
Student_5923,71,69,76
Student_5924,58,59,85
Student_5925,71,89,99
Student_5926,58,56,70
Student_5927,73,67,56
Student_5928,94,81,62
Student_5929,51,66,57
Student_5930,89,56,68
Student_5931,91,78,73
Student_5932,63,62,61
Student_5933,90,93,86
Student_5934,63,67,95
Student_5935,87,71,64
Student_5936,97,80,62
Student_5937,88,99,73
Student_5938,69,92,64
Student_5939,83,57,80
Student_5940,57,74,89
Student_5941,67,64,52
Student_5942,55,60,70
Student_5943,70,62,92
Student_5944,88,59,99
Student_5945,67,96,85
Student_5946,79,91,91
Student_5947,84,80,96
Student_5948,83,98,89
Student_5949,58,75,100
Student_5950,80,81,61
Student_5951,60,57,75
Student_5952,99,75,70
Student_5953,65,51,98
Student_5954,57,56,81
Student_5955,55,84,61
Student_5956,77,78,75
Student_5957,92,63,53
Student_5958,75,95,54
Student_5959,66,96,72
Student_5960,54,92,80
Student_5961,74,66,80
Student_5962,67,99,94
Student_5963,94,78,98
Student_5964,99,94,64
Student_5965,91,62,92
Student_5966,54,59,84
Student_5967,85,70,74
Student_5968,61,76,54
Student_5969,79,76,73
Student_5970,94,92,72
Student_5971,56,71,69
Student_5972,87,60,67
Student_5973,82,61,63
Student_5974,84,68,90
Student_5975,58,82,63
Student_5976,59,96,80
Student_5977,61,86,95
Student_5978,99,73,50
Student_5979,73,59,80
Student_5980,82,83,97
Student_5981,75,50,54
Student_5982,76,68,60
Student_5983,61,66,87
Student_5984,65,59,67
Student_5985,70,92,76
Student_5986,86,92,58
Student_5987,73,50,97
Student_5988,60,81,56
Student_5989,96,76,64
Student_5990,100,98,89
Student_5991,89,94,52
Student_5992,60,62,84
Student_5993,60,52,71
Student_5994,88,77,52
Student_5995,50,80,58
Student_5996,66,50,68
Student_5997,86,98,93
Student_5998,72,74,98
Student_5999,87,57,86
Student_6000,74,97,95
Student_6001,61,89,79
Student_6002,77,73,90
Student_6003,86,50,89
Student_6004,93,60,82
Student_6005,56,93,99
Student_6006,83,78,96
Student_6007,66,50,62
Student_6008,51,57,94
Student_6009,85,74,77
Student_6010,89,56,66
Student_6011,70,61,76
Student_6012,65,70,91
Student_6013,74,85,83
Student_6014,89,53,100
Student_6015,94,52,59
Student_6016,55,54,69
Student_6017,58,75,74
Student_6018,94,78,78
Student_6019,64,81,59
Student_6020,100,51,71
Student_6021,95,70,88
Student_6022,61,68,55
Student_6023,68,71,93
Student_6024,76,86,93
Student_6025,67,60,68
Student_6026,95,93,88
Student_6027,53,62,94
Student_6028,77,74,84
Student_6029,93,70,91
Student_6030,88,53,87
Student_6031,73,68,58
Student_6032,87,70,60
Student_6033,77,99,92
Student_6034,70,74,74
Student_6035,50,85,83
Student_6036,59,77,88
Student_6037,93,65,65
Student_6038,89,94,62
Student_6039,85,59,80
Student_6040,61,63,73
Student_6041,57,69,85
Student_6042,100,100,65
Student_6043,53,88,83
Student_6044,78,68,52
Student_6045,84,75,50
Student_6046,75,71,85
Student_6047,86,76,65
Student_6048,58,80,72
Student_6049,63,52,57
Student_6050,83,54,71
Student_6051,69,85,75
